Model,Average ⬆️,Submission Date,Hub License,Type,#Params (B),rebuilt
JayHyeon/Qwen_0.5-VDPO_5e-7-1ep_0alp_0lam,8.018805167387615,2025-01-25,,🔶 fine-tuned on domain-specific datasets,0.63,17.547169811320753
JayHyeon/Qwen_0.5-VDPO_5e-7-1ep_10vpo_const,8.070117533212565,2025-02-21,,🔶 fine-tuned on domain-specific datasets,0.63,23.55795148247978
JayHyeon/Qwen_0.5-VDPO_5e-7-1ep_3vpo_const,7.784158197402131,2025-02-21,,🔶 fine-tuned on domain-specific datasets,0.63,21.617250673854446
JayHyeon/Qwen_0.5-VDPO_5e-7-3ep_0alp_0lam,8.039735734618104,2025-01-25,,🔶 fine-tuned on domain-specific datasets,0.63,22.776280323450134
JayHyeon/Qwen_0.5-VIPO_5e-7-1ep_0alp_0lam,8.71371672694166,2025-01-25,,🔶 fine-tuned on domain-specific datasets,0.63,24.11500449236299
JayHyeon/Qwen_0.5-VIPO_5e-7-1ep_30vpo_const,8.721617990921317,2025-02-21,,🔶 fine-tuned on domain-specific datasets,0.63,24.72596585804133
JayHyeon/Qwen_0.5-VIPO_5e-7-1ep_3vpo_const,8.601146924480913,2025-02-21,,🔶 fine-tuned on domain-specific datasets,0.63,24.249775381850856
JayHyeon/Qwen_0.5-VIPO_5e-7-3ep_0alp_0lam,8.579605529729827,2025-01-25,,🔶 fine-tuned on domain-specific datasets,0.63,16.5947888589398
JayHyeon/Qwen_0.5-cDPO_5e-7-3ep_0vpo_const_0.1,7.905104898093658,2025-02-20,,🔶 fine-tuned on domain-specific datasets,0.63,22.587601078167115
JayHyeon/Qwen_0.5-cDPO_5e-7-3ep_0vpo_const_0.3,7.980367592203365,2025-02-17,,🔶 fine-tuned on domain-specific datasets,0.63,22.87511230907457
JayHyeon/Qwen_0.5-rDPO_3e-6-1ep_0vpo_const_0.1,7.083621157947087,2025-02-27,,🔶 fine-tuned on domain-specific datasets,0.63,16.549865229110512
JayHyeon/Qwen_0.5-rDPO_5e-7-3ep_0vpo_const_0.3,7.715290660055365,2025-02-17,,🔶 fine-tuned on domain-specific datasets,0.63,18.427672955974842
Jimmy19991222/Llama-3-Instruct-8B-SimPO-v0.2,24.59465136328484,2024-09-06,,"💬 chat models (RLHF, DPO, IFT, ...)",8.03,60.1078167115903
Jimmy19991222/llama-3-8b-instruct-gapo-v2-bert-f1-beta10-gamma0.3-lr1.0e-6-1minus-rerun,24.144995316075697,2024-09-18,llama3,🔶 fine-tuned on domain-specific datasets,8.03,56.18149146451034
Jimmy19991222/llama-3-8b-instruct-gapo-v2-bert_f1-beta10-gamma0.3-lr1.0e-6-scale-log,24.09614909345055,2024-09-22,llama3,🔶 fine-tuned on domain-specific datasets,8.03,55.02246181491465
Jimmy19991222/llama-3-8b-instruct-gapo-v2-bert_p-beta10-gamma0.3-lr1.0e-6-scale-log,23.03715310569549,2024-09-22,llama3,🔶 fine-tuned on domain-specific datasets,8.03,52.91105121293801
Jimmy19991222/llama-3-8b-instruct-gapo-v2-bleu-beta0.1-no-length-scale-gamma0.4,23.393777045662542,2024-09-06,,"💬 chat models (RLHF, DPO, IFT, ...)",8.03,51.150044923629835
Jimmy19991222/llama-3-8b-instruct-gapo-v2-rouge2-beta10-1minus-gamma0.3-rerun,24.385612249734205,2024-09-15,llama3,"💬 chat models (RLHF, DPO, IFT, ...)",8.03,58.194070080862524
Jimmy19991222/llama-3-8b-instruct-gapo-v2-rouge2-beta10-gamma0.3-lr1.0e-6-scale-log,24.210850058799164,2024-09-22,llama3,🔶 fine-tuned on domain-specific datasets,8.03,57.9245283018868
Jimmy19991222/llama-3-8b-instruct-gapo-v2-rougeL-beta10-gamma0.3-lr1.0e-6-scale-log,24.056972059408523,2024-09-22,llama3,🔶 fine-tuned on domain-specific datasets,8.03,55.34591194968554
Joseph717171/Hermes-3-Llama-3.1-8B_TIES_with_Base_Embeds_Initialized_to_Special_Instruct_Toks_dtypeF32,23.25287703936368,2024-10-25,llama3.1,🔶 fine-tuned on domain-specific datasets,8.03,56.88230008984726
Joseph717171/Llama-3.1-SuperNova-8B-Lite_TIES_with_Base,30.245028049214653,2024-10-03,llama3.1,🔶 fine-tuned on domain-specific datasets,8.03,72.88409703504044
Josephgflowers/Cinder-Phi-2-V1-F16-gguf,11.258522615146036,2024-06-26,mit,🔶 fine-tuned on domain-specific datasets,2.78,26.846361185983824
Josephgflowers/Differential-Attention-Liquid-Metal-Tinyllama,5.250959952944556,2024-11-07,mit,🔶 fine-tuned on domain-specific datasets,1.1,12.10242587601078
Josephgflowers/TinyLlama-Cinder-Agent-v1,6.332677189374276,2024-06-26,mit,🔶 fine-tuned on domain-specific datasets,1.1,14.97753818508535
Josephgflowers/TinyLlama-v1.1-Cinders-World,5.683002628938165,2024-10-13,mit,🔶 fine-tuned on domain-specific datasets,1.1,13.162623539982029
Josephgflowers/TinyLlama_v1.1_math_code-world-test-1,2.0028112750677205,2024-09-09,mit,🔶 fine-tuned on domain-specific datasets,1.1,9.478885893980234
Josephgflowers/Tinyllama-STEM-Cinder-Agent-v1,5.683635033220809,2024-11-27,mit,🔶 fine-tuned on domain-specific datasets,1.1,13.405211141060198
JungZoona/T3Q-Qwen2.5-14B-Instruct-1M-e3,47.09154471380421,,apache-2.0,❓ other,0.0,95.83108715184187
JungZoona/T3Q-qwen2.5-14b-v1.0-e3,47.09154471380421,2025-03-13,apache-2.0,🔶 fine-tuned on domain-specific datasets,14.77,95.83108715184187
Junhoee/Qwen-Megumin,33.992180349901545,2024-11-26,,"💬 chat models (RLHF, DPO, IFT, ...)",15.231,71.45552560646898
KSU-HW-SEC/Llama3-70b-SVA-FT-1415,36.11923272324064,2024-09-08,,🔶 fine-tuned on domain-specific datasets,70.554,87.29559748427673
KSU-HW-SEC/Llama3-70b-SVA-FT-500,35.953711985827894,2024-09-08,,🔶 fine-tuned on domain-specific datasets,70.554,87.36747529200359
KSU-HW-SEC/Llama3-70b-SVA-FT-final,36.09383714321667,2024-09-08,,🔶 fine-tuned on domain-specific datasets,70.554,87.277628032345
KSU-HW-SEC/Llama3.1-70b-SVA-FT-1000step,40.75025867079505,2024-09-08,,🔶 fine-tuned on domain-specific datasets,70.554,92.09344115004492
Khetterman/DarkAtom-12B-v3,25.88038265945612,2024-12-09,,🤝 base merges and moerges,12.248,65.03144654088051
Khetterman/Kosmos-8B-v1,21.31847148009074,2024-12-27,,🤝 base merges and moerges,8.03,54.84276729559748
Kimargin/GPT-NEO-1.3B-wiki,5.349183189126563,2024-10-24,apache-2.0,🔶 fine-tuned on domain-specific datasets,1.316,13.62084456424079
KingNish/Qwen2.5-0.5b-Test-ft,7.865415598812703,2024-09-29,apache-2.0,🔶 fine-tuned on domain-specific datasets,0.494,19.685534591194966
KingNish/Reasoning-Llama-3b-v0.1,20.212379567792407,2024-10-26,llama3.2,🔶 fine-tuned on domain-specific datasets,3.213,37.22371967654986
KingNish/qwen-1b-continued,4.792600271519794,2025-03-07,apache-2.0,🟩 continuously pretrained,1.277,16.163522012578614
KingNish/qwen-1b-continued-v2.1,5.461814579103264,2025-03-08,apache-2.0,🟩 continuously pretrained,1.277,20.557053009883198
KingNish/qwen-1b-continued-v2.2,4.441641963318088,2025-03-09,apache-2.0,🟩 continuously pretrained,1.277,11.752021563342318
Kquant03/CognitiveFusion2-4x7B-BF16,15.629054867362484,2024-07-31,apache-2.0,🤝 base merges and moerges,24.154,42.54267744833783
Kquant03/L3-Pneuma-8B,16.617570099377616,2024-10-16,llama3,🔶 fine-tuned on domain-specific datasets,8.03,48.077268643306375
Krystalan/DRT-o1-14B,36.16608563724584,2024-12-27,cc-by-nc-sa-4.0,🔶 fine-tuned on domain-specific datasets,14.77,84.55525606469003
Krystalan/DRT-o1-7B,31.402661796813607,2025-02-05,cc-by-nc-sa-4.0,🤝 base merges and moerges,7.616,78.03234501347708
Kukedlc/NeuralExperiment-7b-MagicCoder-v7.5,18.006004625989025,2024-07-30,apache-2.0,🔶 fine-tuned on domain-specific datasets,7.242,48.99371069182391
Kukedlc/NeuralLLaMa-3-8b-DT-v0.1,21.259598634719698,2024-09-17,other,🤝 base merges and moerges,8.03,56.38814016172506
Kukedlc/NeuralLLaMa-3-8b-ORPO-v0.3,17.74874162408916,2024-07-28,apache-2.0,"💬 chat models (RLHF, DPO, IFT, ...)",8.03,35.32794249775382
Kukedlc/NeuralSynthesis-7B-v0.1,20.015676781413077,2024-06-29,apache-2.0,🤝 base merges and moerges,7.242,51.94070080862534
Kukedlc/NeuralSynthesis-7B-v0.3,20.095272707991136,2024-07-31,apache-2.0,🤝 base merges and moerges,7.242,52.506738544474395
Kukedlc/NeuralSynthesis-7b-v0.4-slerp,19.530512651958592,2024-07-31,apache-2.0,🤝 base merges and moerges,7.242,50.637915543575915
Kukedlc/Qwen-2.5-7b-Spanish-o1-CoT,28.57363943059837,2024-12-04,apache-2.0,🔶 fine-tuned on domain-specific datasets,7.616,77.48427672955974
Kumar955/Hemanth-llm,22.14301843712773,2024-09-24,,🤝 base merges and moerges,7.242,56.86433063791555
LEESM/llama-2-7b-hf-lora-oki100p,8.782858998727155,2024-11-08,mit,🔶 fine-tuned on domain-specific datasets,6.738,24.231805929919137
LEESM/llama-2-7b-hf-lora-oki10p,7.168375740980447,2024-11-08,mit,🔶 fine-tuned on domain-specific datasets,6.738,17.672955974842765
LEESM/llama-3-8b-bnb-4b-kowiki231101,9.47249832488312,2024-11-08,apache-2.0,🔶 fine-tuned on domain-specific datasets,8.03,22.785265049415994
LEESM/llama-3-Korean-Bllossom-8B-trexlab-oki10p,13.509662923847069,2024-11-08,mit,🔶 fine-tuned on domain-specific datasets,8.03,34.1958670260557
LGAI-EXAONE/EXAONE-3.0-7.8B-Instruct,25.733775511042666,2024-08-18,other,"💬 chat models (RLHF, DPO, IFT, ...)",7.8,51.80592991913747
LGAI-EXAONE/EXAONE-3.5-2.4B-Instruct,27.143883211239544,2024-12-11,other,"💬 chat models (RLHF, DPO, IFT, ...)",2.405,52.70440251572327
LGAI-EXAONE/EXAONE-3.5-32B-Instruct,37.60316575566284,2025-01-13,other,"💬 chat models (RLHF, DPO, IFT, ...)",32.003,74.59119496855347
LGAI-EXAONE/EXAONE-3.5-7.8B-Instruct,32.547229958748495,2024-12-11,other,"💬 chat models (RLHF, DPO, IFT, ...)",7.818,60.449236298292895
LLM360/K2,14.643753289939289,2024-06-26,apache-2.0,🟢 pretrained,65.286,36.34321653189578
LLM360/K2-Chat,24.38714515483088,2024-06-12,apache-2.0,"💬 chat models (RLHF, DPO, IFT, ...)",65.286,65.67834681042227
LLM4Binary/llm4decompile-1.3b-v2,6.93902486034668,2024-11-16,mit,🔶 fine-tuned on domain-specific datasets,1.346,19.793351302785265
Lambent/qwen2.5-reinstruct-alternate-lumen-14B,38.07061834522751,2024-09-28,,🤝 base merges and moerges,14.766,85.34591194968554
Langboat/Mengzi3-8B-Chat,20.28829250015946,2024-10-21,apache-2.0,"💬 chat models (RLHF, DPO, IFT, ...)",8.03,48.76010781671159
LenguajeNaturalAI/leniachat-gemma-2b-v0,5.737240998088876,2024-09-01,apache-2.0,"💬 chat models (RLHF, DPO, IFT, ...)",2.506,15.103324348607366
LenguajeNaturalAI/leniachat-qwen2-1.5B-v0,8.580803348718375,2024-09-30,apache-2.0,"💬 chat models (RLHF, DPO, IFT, ...)",1.543,21.99460916442049
LeroyDyer/CheckPoint_A,18.929189414483588,2025-02-05,,🔶 fine-tuned on domain-specific datasets,7.242,48.24797843665768
LeroyDyer/CheckPoint_B,18.53937302293864,2025-02-05,,🔶 fine-tuned on domain-specific datasets,7.242,45.354896675651396
LeroyDyer/CheckPoint_C,17.11316049965239,2025-02-05,,🔶 fine-tuned on domain-specific datasets,7.242,44.50134770889488
LeroyDyer/LCARS_AI_001,14.429205739419857,2024-08-06,,🔶 fine-tuned on domain-specific datasets,7.242,36.99011680143755
LeroyDyer/LCARS_AI_1x4_003_SuperAI,19.518229049313643,2024-08-07,apache-2.0,🔶 fine-tuned on domain-specific datasets,24.154,50.8355795148248
LeroyDyer/LCARS_AI_StarTrek_Computer,14.613893572975764,2024-08-07,mit,🔶 fine-tuned on domain-specific datasets,7.242,34.348607367475296
LeroyDyer/LCARS_TOP_SCORE,20.32200540421328,2024-08-08,openrail,🔶 fine-tuned on domain-specific datasets,7.242,52.93800539083557
LeroyDyer/Mixtral_AI_SwahiliTron_7b,4.358661915319342,2024-07-12,mit,🔶 fine-tuned on domain-specific datasets,7.242,12.866127583108716
LeroyDyer/SpydazWebAI_Human_AGI,9.970349395057786,2024-10-16,,🤝 base merges and moerges,7.242,29.82030548068284
LeroyDyer/SpydazWebAI_Human_AGI_001,10.209095309808564,2024-11-18,,🔶 fine-tuned on domain-specific datasets,7.242,32.92902066486972
LeroyDyer/SpydazWeb_AI_CyberTron_Ultra_7b,13.566675630986596,2024-07-12,apache-2.0,🔶 fine-tuned on domain-specific datasets,7.242,37.088948787061994
LeroyDyer/SpydazWeb_AI_HumanAGI_001_M2,18.993604787957786,2025-01-15,,🤝 base merges and moerges,7.242,49.532794249775385
LeroyDyer/SpydazWeb_AI_HumanAGI_002,21.01474000615888,2025-01-15,apache-2.0,🔶 fine-tuned on domain-specific datasets,7.242,55.51662174303683
LeroyDyer/SpydazWeb_AI_HumanAI_001,7.741907804524428,2024-10-17,,🔶 fine-tuned on domain-specific datasets,7.242,25.8041329739443
LeroyDyer/SpydazWeb_AI_HumanAI_006,4.896570612993905,2024-11-18,,🔶 fine-tuned on domain-specific datasets,7.242,18.050314465408803
LeroyDyer/SpydazWeb_AI_HumanAI_007,10.4236168850732,2024-11-18,,🔶 fine-tuned on domain-specific datasets,7.242,33.324348607367476
LeroyDyer/SpydazWeb_AI_HumanAI_009_CHAT,9.615900799535378,2024-11-26,,🔶 fine-tuned on domain-specific datasets,7.242,31.35669362084456
LeroyDyer/SpydazWeb_AI_HumanAI_010_CHAT,8.376848844277914,2024-11-26,,🔶 fine-tuned on domain-specific datasets,7.242,25.83108715184187
LeroyDyer/SpydazWeb_AI_HumanAI_011_INSTRUCT,9.775896143015682,2024-11-26,,🔶 fine-tuned on domain-specific datasets,7.242,29.110512129380055
LeroyDyer/SpydazWeb_AI_HumanAI_011_INSTRUCT_ML,13.939790526210038,2024-11-27,,🤝 base merges and moerges,7.242,40.69182389937107
LeroyDyer/SpydazWeb_AI_HumanAI_011_INSTRUCT_ML_r1,17.981736164423843,2024-11-27,,🤝 base merges and moerges,7.242,44.61814914645104
LeroyDyer/SpydazWeb_AI_HumanAI_012_INSTRUCT_IA,15.1139675375779,2024-12-04,,🔶 fine-tuned on domain-specific datasets,7.242,44.510332434860736
LeroyDyer/SpydazWeb_AI_HumanAI_012_INSTRUCT_IA,15.141877964341816,2024-12-04,,🔶 fine-tuned on domain-specific datasets,7.242,44.510332434860736
LeroyDyer/SpydazWeb_AI_HumanAI_012_INSTRUCT_MX,8.04579774103192,2024-12-04,,🤝 base merges and moerges,7.242,21.859838274932617
LeroyDyer/SpydazWeb_AI_HumanAI_012_INSTRUCT_XA,15.915086092179353,2024-12-04,,🔶 fine-tuned on domain-specific datasets,7.242,45.77717879604673
LeroyDyer/SpydazWeb_AI_HumanAI_012_INSTRUCT_XA,16.451680981130227,2024-12-04,,🔶 fine-tuned on domain-specific datasets,7.242,45.77717879604673
LeroyDyer/SpydazWeb_AI_HumanAI_RP,7.78223636896281,2024-11-18,apache-2.0,🔶 fine-tuned on domain-specific datasets,7.242,25.17520215633423
LeroyDyer/SpydazWeb_AI_HumanAI_TextVision,9.496584895881528,2024-11-18,,🔶 fine-tuned on domain-specific datasets,7.242,30.18867924528302
LeroyDyer/SpydazWeb_HumanAI_M1,10.391053333653405,2024-10-16,,🤝 base merges and moerges,7.242,27.079964061096135
LeroyDyer/SpydazWeb_HumanAI_M2,12.484114662749576,2024-10-16,,🤝 base merges and moerges,7.242,32.147349505840076
LeroyDyer/SpydazWeb_HumanAI_M3,5.505800569799587,2024-10-16,,🤝 base merges and moerges,7.242,18.238993710691823
LeroyDyer/_Spydaz_Web_AI_12,6.615158396750675,2024-09-19,,🔶 fine-tuned on domain-specific datasets,7.242,18.643306379155437
LeroyDyer/_Spydaz_Web_AI_14,4.378364522899276,2024-09-23,,🔶 fine-tuned on domain-specific datasets,7.242,12.318059299191376
LeroyDyer/_Spydaz_Web_AI_BIBLE_002,6.86090172693433,2024-09-14,apache-2.0,🔶 fine-tuned on domain-specific datasets,7.242,20.880503144654085
LeroyDyer/_Spydaz_Web_AI_ChatML_002,5.715725326733474,2024-09-01,,🔶 fine-tuned on domain-specific datasets,7.242,13.593890386343219
LeroyDyer/_Spydaz_Web_AI_ChatQA,5.115133515206828,2024-08-06,,🔶 fine-tuned on domain-specific datasets,7.242,14.44743935309973
LeroyDyer/_Spydaz_Web_AI_ChatQA_003,6.2575600117500825,2024-09-14,,🔶 fine-tuned on domain-specific datasets,7.242,18.957771787960468
LightningRodLabs/Flashlight-v1.0,40.5748695700393,2025-01-18,mit,🔶 fine-tuned on domain-specific datasets,14.66,85.75920934411499
LightningRodLabs/Flashlight-v1.1,40.98595152297397,2025-01-24,other,🔶 fine-tuned on domain-specific datasets,14.66,84.93261455525605
LightningRodLabs/Flashlight-v1.2,16.37861284160058,2025-01-30,other,🔶 fine-tuned on domain-specific datasets,14.766,42.47079964061096
Lil-R/2_PRYMMAL-ECE-2B-SLERP-V1,21.160448654695188,2024-11-07,apache-2.0,🤝 base merges and moerges,2.614,56.28930817610062
Lil-R/2_PRYMMAL-ECE-2B-SLERP-V2,21.073953219725933,2024-11-05,apache-2.0,🤝 base merges and moerges,2.614,55.57053009883198
Lil-R/2_PRYMMAL-ECE-7B-SLERP-V1,3.733001542831197,2024-10-28,apache-2.0,🤝 base merges and moerges,7.616,11.752021563342318
Lil-R/2_PRYMMAL-ECE-7B-SLERP-V2,3.733001542831197,2024-10-28,apache-2.0,🤝 base merges and moerges,7.616,11.752021563342318
Lil-R/2_PRYMMAL-ECE-7B-SLERP-V3,8.878726613265554,2024-10-28,,🤝 base merges and moerges,7.616,24.465408805031448
Lil-R/PRYMMAL-ECE-1B-SLERP-V1,14.88329630475093,2024-10-29,apache-2.0,🤝 base merges and moerges,1.777,40.11680143755616
Lil-R/PRYMMAL-ECE-7B-SLERP-V8,3.386229392038714,2024-10-28,apache-2.0,🤝 base merges and moerges,7.616,9.793351302785265
LilRg/10PRYMMAL-3B-slerp,21.087895754438843,2024-09-24,apache-2.0,🤝 base merges and moerges,3.821,63.989218328840956
LilRg/ECE-1B-merge-PRYMMAL,14.497652546900952,2024-10-07,apache-2.0,🤝 base merges and moerges,1.777,38.490566037735846
LilRg/ECE_Finetunning,11.987032259556209,2024-09-28,apache-2.0,🔶 fine-tuned on domain-specific datasets,16.061,34.55525606469003
LilRg/PRYMMAL-6B-slerp,3.23270592407536,2024-09-24,apache-2.0,🤝 base merges and moerges,3.293,7.75381850853549
LilRg/PRYMMAL-ECE-7B-SLERP-V3,3.533946396700676,2024-10-26,,🤝 base merges and moerges,7.616,11.123090745732256
LilRg/PRYMMAL-ECE-7B-SLERP-V4,3.54393840309556,2024-10-26,,🤝 base merges and moerges,7.616,11.159029649595688
LilRg/PRYMMAL-ECE-7B-SLERP-V5,3.54393840309556,2024-10-26,,🤝 base merges and moerges,7.616,11.159029649595688
LilRg/PRYMMAL-ECE-7B-SLERP-V6,3.533946396700676,2024-10-26,,🤝 base merges and moerges,7.616,11.123090745732256
LilRg/PRYMMAL-ECE-7B-SLERP-V7,3.54393840309556,2024-10-26,,🤝 base merges and moerges,7.616,11.159029649595688
LilRg/PRYMMAL-slerp-Merge,23.42765486276747,2024-09-24,apache-2.0,🤝 base merges and moerges,3.821,68.67924528301886
LimYeri/CodeMind-Llama3-8B-unsloth_v2-merged,22.47290731923821,2024-08-28,apache-2.0,🔶 fine-tuned on domain-specific datasets,8.03,43.00089847259659
LimYeri/CodeMind-Llama3-8B-unsloth_v3-merged,21.90871377207617,2024-08-28,,🔶 fine-tuned on domain-specific datasets,8.03,41.99460916442049
LimYeri/CodeMind-Llama3-8B-unsloth_v4-one-DPO-merged,21.711489727026887,2024-08-28,apache-2.0,🔶 fine-tuned on domain-specific datasets,8.03,44.68104222821205
LimYeri/CodeMind-Llama3-8B-unsloth_v4-one-merged,17.61324636978146,2024-08-28,apache-2.0,🔶 fine-tuned on domain-specific datasets,8.03,49.101527403414195
LimYeri/CodeMind-Llama3.1-8B-unsloth-merged,22.317695413728828,2024-08-31,mit,🔶 fine-tuned on domain-specific datasets,8.03,46.675651392632524
Locutusque/CollectiveLM-Falcon-3-7B,22.94962177916018,2025-01-08,,"💬 chat models (RLHF, DPO, IFT, ...)",7.456,59.77538185085355
Locutusque/Hercules-6.0-Llama-3.1-8B,23.836013153195413,2024-09-26,llama3.1,"💬 chat models (RLHF, DPO, IFT, ...)",8.03,48.427672955974835
Locutusque/Hercules-6.1-Llama-3.1-8B,22.723248561634563,2024-10-01,llama3.1,🔶 fine-tuned on domain-specific datasets,8.03,47.43935309973046
Locutusque/Llama-3-NeuralHercules-5.0-8B,16.042475909115613,2024-06-26,llama3,"💬 chat models (RLHF, DPO, IFT, ...)",8.03,35.54357592093441
Locutusque/Llama-3-Yggdrasil-2.0-8B,20.46019749438689,2024-06-26,,🤝 base merges and moerges,8.03,44.16891284815812
Locutusque/TinyMistral-248M-v2.5,4.035439468453137,2024-09-17,apache-2.0,🟩 continuously pretrained,0.248,10.467205750224618
Luni/StarDust-12b-v1,23.44797955440925,2024-09-03,apache-2.0,🤝 base merges and moerges,12.248,57.97843665768194
Luni/StarDust-12b-v2,24.215076436734588,2024-09-03,apache-2.0,🤝 base merges and moerges,12.248,61.51841868823
Lunzima/NQLSG-Qwen2.5-14B-MegaFusion-v3,41.23204160839732,2025-02-18,,🤝 base merges and moerges,14.766,92.97394429469902
Lunzima/NQLSG-Qwen2.5-14B-MegaFusion-v5,40.96266321754947,2025-02-20,apache-2.0,🔶 fine-tuned on domain-specific datasets,14.766,90.44025157232704
Lunzima/NQLSG-Qwen2.5-14B-MegaFusion-v6,40.64719439278672,2025-02-25,,🔶 fine-tuned on domain-specific datasets,14.766,92.42587601078168
Lunzima/NQLSG-Qwen2.5-14B-MegaFusion-v7-rebase,39.62401757502077,2025-02-28,,🤝 base merges and moerges,14.766,91.24887690925428
Lunzima/NQLSG-Qwen2.5-14B-MegaFusion-v8,42.7836905135922,2025-03-09,apache-2.0,🤝 base merges and moerges,14.766,94.31266846361187
Lunzima/NQLSG-Qwen2.5-14B-MegaFusion-v8.5,38.22998867442242,2025-02-28,,🤝 base merges and moerges,14.766,89.7214734950584
Lunzima/NQLSG-Qwen2.5-14B-MegaFusion-v8.6,39.62574720619401,2025-03-01,,🤝 base merges and moerges,14.766,91.36567834681043
Lunzima/NQLSG-Qwen2.5-14B-MegaFusion-v8.7,43.09341097373618,2025-03-09,apache-2.0,🤝 base merges and moerges,14.766,93.97124887690926
Lunzima/NQLSG-Qwen2.5-14B-MegaFusion-v8.9,42.523098714975845,2025-03-09,apache-2.0,🤝 base merges and moerges,14.766,93.71069182389937
Lunzima/NQLSG-Qwen2.5-14B-MegaFusion-v9-stock,40.70544769121661,2025-03-07,,🤝 base merges and moerges,14.766,92.83917340521114
Lyte/Llama-3.1-8B-Instruct-Reasoner-1o1_v0.3,25.75346114088417,2024-09-17,,🔶 fine-tuned on domain-specific datasets,8.0,52.62353998203055
Lyte/Llama-3.2-1B-Instruct-COT-RL-Expriement1-EP04,14.64730777109662,2024-09-26,,"💬 chat models (RLHF, DPO, IFT, ...)",1.236,30.53908355795148
Lyte/Llama-3.2-3B-Overthinker,21.16747363194216,2024-10-18,apache-2.0,🔶 fine-tuned on domain-specific datasets,3.213,33.908355795148246
M4-ai/TinyMistral-248M-v3,4.20563631018843,2024-10-18,apache-2.0,🟢 pretrained,0.248,9.559748427672956
MEscriva/ECE-PRYMMAL-0.5B-FT-V5-MUSR-Mathis,3.918738619379433,2024-11-19,,🔶 fine-tuned on domain-specific datasets,0.63,15.121293800539085
MLP-KTLim/llama-3-Korean-Bllossom-8B,20.39691634614766,2024-07-09,llama3,"💬 chat models (RLHF, DPO, IFT, ...)",8.03,45.058400718778074
MTSAIR/Cotype-Nano,13.8127563761264,2024-12-01,other,🔶 fine-tuned on domain-specific datasets,1.544,31.22192273135669
MTSAIR/MultiVerse_70B,32.24436452801163,2024-06-29,other,"💬 chat models (RLHF, DPO, IFT, ...)",72.289,83.27044025157234
Magpie-Align/Llama-3-8B-Magpie-Align-SFT-v0.1,15.954087586908154,2024-09-17,llama3,🔶 fine-tuned on domain-specific datasets,8.03,31.48247978436658
Magpie-Align/Llama-3-8B-Magpie-Align-SFT-v0.3,17.55322537025943,2024-08-06,llama3,🔶 fine-tuned on domain-specific datasets,8.03,36.34321653189578
Magpie-Align/Llama-3-8B-Magpie-Align-v0.1,16.473094269110153,2024-07-03,llama3,"💬 chat models (RLHF, DPO, IFT, ...)",8.03,33.863432165318955
Magpie-Align/Llama-3-8B-Magpie-Align-v0.1,16.484004626097455,2024-07-03,llama3,"💬 chat models (RLHF, DPO, IFT, ...)",8.03,33.863432165318955
Magpie-Align/Llama-3-8B-Magpie-Align-v0.3,17.40249479320385,2024-08-06,llama3,"💬 chat models (RLHF, DPO, IFT, ...)",8.03,35.25606469002695
Magpie-Align/Llama-3.1-8B-Magpie-Align-SFT-v0.1,17.975799245688165,2024-09-17,llama3.1,🔶 fine-tuned on domain-specific datasets,8.03,36.84636118598383
Magpie-Align/Llama-3.1-8B-Magpie-Align-v0.1,17.54685483954604,2024-09-17,llama3.1,"💬 chat models (RLHF, DPO, IFT, ...)",8.03,27.520215633423177
Magpie-Align/MagpieLM-8B-Chat-v0.1,15.026344312964897,2024-09-19,llama3.1,"💬 chat models (RLHF, DPO, IFT, ...)",8.03,32.506738544474395
Magpie-Align/MagpieLM-8B-SFT-v0.1,17.78392950063439,2024-09-19,llama3.1,🔶 fine-tuned on domain-specific datasets,8.03,38.85893980233603
ManoloPueblo/ContentCuisine_1-7B-slerp,21.05279849551743,2024-11-12,,🤝 base merges and moerges,7.242,58.19407008086254
ManoloPueblo/LLM_MERGE_CC2,20.747367714260108,2024-11-12,apache-2.0,🤝 base merges and moerges,7.242,57.38544474393531
ManoloPueblo/LLM_MERGE_CC3,21.67864029208779,2024-11-12,apache-2.0,🤝 base merges and moerges,7.242,60.86253369272237
MarinaraSpaghetti/NemoReRemix-12B,22.03458082808498,2024-09-17,,🤝 base merges and moerges,12.248,64.366576819407
MarinaraSpaghetti/Nemomix-v4.0-12B,24.467976638019238,2024-08-02,,🤝 base merges and moerges,12.248,61.976639712488776
Marsouuu/MiniMathExpert-2_61B-ECE-PRYMMAL-Martial,12.494620122547149,2024-10-06,apache-2.0,🤝 base merges and moerges,2.614,36.84636118598383
Marsouuu/MiniQwenMathExpert-ECE-PRYMMAL-Martial,15.081989145779028,2024-10-07,,🤝 base merges and moerges,1.777,40.14375561545373
Marsouuu/MistralBase-4x7B-MoE-ECE-PRYMMAL-Martial,6.761759514131008,2024-10-03,apache-2.0,🤝 base merges and moerges,24.16,19.389038634321654
Marsouuu/general3B-ECE-PRYMMAL-Martial,22.978904737174783,2024-10-23,apache-2.0,🤝 base merges and moerges,3.821,68.44564240790656
Marsouuu/general3Bv2-ECE-PRYMMAL-Martial,31.917859287211872,2024-11-06,apache-2.0,🔶 fine-tuned on domain-specific datasets,7.616,79.50584007187781
Marsouuu/lareneg1_78B-ECE-PRYMMAL-Martial,15.081989145779028,2024-10-23,apache-2.0,🤝 base merges and moerges,1.777,40.14375561545373
